chr01	  24515	  24515	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	  30274	  30274	+	   1	     10	1.00	   1	   0.00	 2.00	1.00
chr01	  30341	  30341	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	  39279	  39279	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	  70703	  70703	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	  71009	  71009	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	  79965	  79979	+	   3	     30	0.57	  15	   1.63	 0.58	0.10
chr01	  80253	  80283	+	   3	     22	0.50	  31	   6.82	 0.50	0.06
chr01	  80314	  80314	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	  80549	  80549	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	  80690	  80696	+	   2	     25	0.72	   7	  -1.32	 1.14	0.14
chr01	  80788	  80788	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	  81131	  81131	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	  84253	  84253	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	  86626	  86626	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	  90084	  90084	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	  91206	  91206	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	  95597	  95597	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 107573	 107593	+	   2	     12	0.58	  21	  -1.67	 1.02	0.02
chr01	 109534	 109534	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 110983	 110983	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	 126220	 126220	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	 129719	 129719	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 176565	 176565	+	   1	     36	1.00	   1	   0.00	 2.00	1.00
chr01	 176973	 176973	+	   1	      8	1.00	   1	   0.00	 2.00	1.00
chr01	 177733	 177733	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 178099	 178118	+	   2	     13	0.54	  20	  -0.73	 1.00	0.00
chr01	 206828	 206828	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 221616	 221634	+	   3	     42	0.48	  19	  -0.71	 0.56	0.09
chr01	 273565	 273570	+	   2	     23	0.61	   6	  -0.54	 1.03	0.03
chr01	 274289	 274289	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 274380	 274405	+	   2	     10	0.50	  26	   0.00	 1.00	0.00
chr01	 274873	 274873	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 276397	 276397	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	 281092	 281092	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 289217	 289217	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 293664	 293664	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 293734	 293734	+	   1	     10	1.00	   1	   0.00	 2.00	1.00
chr01	 319712	 319712	+	   1	     12	1.00	   1	   0.00	 2.00	1.00
chr01	 320460	 320460	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 364618	 364618	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 365329	 365329	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 371838	 371838	+	   1	     13	1.00	   1	   0.00	 2.00	1.00
chr01	 377070	 377093	+	   5	     47	0.43	  24	   3.82	-0.13	0.08
chr01	 385372	 385372	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 387161	 387161	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 389966	 389984	+	   2	     13	0.54	  19	  -0.69	 1.00	0.00
chr01	 400178	 400178	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 405352	 405367	+	   2	     15	0.60	  16	   1.50	 1.03	0.03
chr01	 405769	 405769	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	 430511	 430511	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 435447	 435447	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 451386	 451386	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 458036	 458036	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 475719	 475719	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 476156	 476156	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	 476208	 476208	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	 476718	 476735	+	   2	     14	0.64	  18	   2.43	 1.06	0.06
chr01	 478448	 478448	+	   1	      8	1.00	   1	   0.00	 2.00	1.00
chr01	 492230	 492230	+	   1	     40	1.00	   1	   0.00	 2.00	1.00
chr01	 492270	 492270	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 505064	 505064	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 518056	 518056	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	 521432	 521432	+	   1	     10	1.00	   1	   0.00	 2.00	1.00
chr01	 521466	 521470	+	   2	     15	0.60	   5	  -0.40	 1.03	0.03
chr01	 523153	 523153	+	   1	      9	1.00	   1	   0.00	 2.00	1.00
chr01	 531463	 531463	+	   1	      8	1.00	   1	   0.00	 2.00	1.00
chr01	 531507	 531507	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 533813	 533813	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 560695	 560695	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 570143	 570143	+	   1	      7	1.00	   1	   0.00	 2.00	1.00
chr01	 570583	 570583	+	   1	      9	1.00	   1	   0.00	 2.00	1.00
chr01	 593208	 593208	+	   1	     11	1.00	   1	   0.00	 2.00	1.00
chr01	 604640	 604640	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
chr01	 606491	 606491	+	   1	      5	1.00	   1	   0.00	 2.00	1.00
chr01	 617148	 617148	+	   1	      6	1.00	   1	   0.00	 2.00	1.00
