chr01	  39612	  39612	+	  1	     7	1.00	  1	  0.00	 2.00	1.00
chr01	  81208	  81208	+	  1	    41	1.00	  1	  0.00	 2.00	1.00
chr01	  81554	  81554	+	  1	    11	1.00	  1	  0.00	 2.00	1.00
chr01	  88818	  88818	+	  1	   176	1.00	  1	  0.00	 2.00	1.00
chr01	 107385	 107385	+	  1	    38	1.00	  1	  0.00	 2.00	1.00
chr01	 142596	 142596	+	  1	   273	1.00	  1	  0.00	 2.00	1.00
chr01	 176541	 176565	+	  2	    99	0.61	 25	  2.55	 1.03	0.03
chr01	 273573	 273573	+	  1	    13	1.00	  1	  0.00	 2.00	1.00
chr01	 319693	 319693	+	  1	     7	1.00	  1	  0.00	 2.00	1.00
chr01	 363312	 363312	+	  1	    13	1.00	  1	  0.00	 2.00	1.00
chr01	 394611	 394611	+	  1	   232	1.00	  1	  0.00	 2.00	1.00
chr01	 405338	 405338	+	  1	    13	1.00	  1	  0.00	 2.00	1.00
chr01	 476156	 476156	+	  1	     6	1.00	  1	  0.00	 2.00	1.00
chr01	 476406	 476406	+	  1	    48	1.00	  1	  0.00	 2.00	1.00
chr01	 531627	 531627	+	  1	    56	1.00	  1	  0.00	 2.00	1.00
chr01	 537385	 537385	+	  1	   169	1.00	  1	  0.00	 2.00	1.00
chr01	 581440	 581440	+	  1	    80	1.00	  1	  0.00	 2.00	1.00
chr01	 690728	 690728	+	  1	    41	1.00	  1	  0.00	 2.00	1.00
chr01	 791381	 791381	+	  1	    21	1.00	  1	  0.00	 2.00	1.00
chr01	 792892	 792892	+	  1	   258	1.00	  1	  0.00	 2.00	1.00
chr01	 869263	 869263	+	  1	    53	1.00	  1	  0.00	 2.00	1.00
chr01	 944776	 944776	+	  1	    15	1.00	  1	  0.00	 2.00	1.00
chr01	 977885	 977885	+	  1	    65	1.00	  1	  0.00	 2.00	1.00
chr01	 984171	 984171	+	  1	    43	1.00	  1	  0.00	 2.00	1.00
chr01	 998726	 998726	+	  1	    21	1.00	  1	  0.00	 2.00	1.00
chr01	 999147	 999147	+	  1	    24	1.00	  1	  0.00	 2.00	1.00
chr01	1000367	1000390	+	  4	    57	0.53	 24	 -6.11	 0.38	0.19
chr01	1000508	1000508	+	  1	    28	1.00	  1	  0.00	 2.00	1.00
chr01	1001074	1001108	+	  6	   379	0.27	 35	  2.26	-0.27	0.12
chr01	1001153	1001153	+	  1	    19	1.00	  1	  0.00	 2.00	1.00
chr01	1008085	1008085	+	  1	    16	1.00	  1	  0.00	 2.00	1.00
chr01	1032284	1032284	+	  1	     8	1.00	  1	  0.00	 2.00	1.00
chr01	1050043	1050043	+	  1	    22	1.00	  1	  0.00	 2.00	1.00
chr01	1064436	1064436	+	  1	    71	1.00	  1	  0.00	 2.00	1.00
chr01	1073505	1073505	+	  1	   163	1.00	  1	  0.00	 2.00	1.00
chr01	1075326	1075326	+	  1	    79	1.00	  1	  0.00	 2.00	1.00
chr01	1208439	1208439	+	  1	    18	1.00	  1	  0.00	 2.00	1.00
chr01	1264488	1264488	+	  1	   128	1.00	  1	  0.00	 2.00	1.00
chr01	1292103	1292103	+	  1	   282	1.00	  1	  0.00	 2.00	1.00
chr01	1301844	1301844	+	  1	    18	1.00	  1	  0.00	 2.00	1.00
chr01	1301935	1301949	+	  2	    35	0.77	 15	  3.80	 1.22	0.22
chr01	1302425	1302425	+	  1	   108	1.00	  1	  0.00	 2.00	1.00
chr01	1308418	1308418	+	  1	    41	1.00	  1	  0.00	 2.00	1.00
chr01	1470922	1470922	+	  1	    11	1.00	  1	  0.00	 2.00	1.00
chr01	1520188	1520188	+	  1	    33	1.00	  1	  0.00	 2.00	1.00
