chr01	  33480	  33480	+	  1	     7	1.00	   1	   0.00	 2.00	1.00
chr01	  81655	  81655	+	  1	   125	1.00	   1	   0.00	 2.00	1.00
chr01	 176565	 176565	+	  1	    52	1.00	   1	   0.00	 2.00	1.00
chr01	 177169	 177169	+	  1	   302	1.00	   1	   0.00	 2.00	1.00
chr01	 178082	 178082	+	  1	    51	1.00	   1	   0.00	 2.00	1.00
chr01	 178126	 178126	+	  1	    68	1.00	   1	   0.00	 2.00	1.00
chr01	 178452	 178452	+	  1	    49	1.00	   1	   0.00	 2.00	1.00
chr01	 178553	 178553	+	  1	    24	1.00	   1	   0.00	 2.00	1.00
chr01	 221634	 221634	+	  1	   339	1.00	   1	   0.00	 2.00	1.00
chr01	 274758	 274758	+	  1	   112	1.00	   1	   0.00	 2.00	1.00
chr01	 281104	 281104	+	  1	    60	1.00	   1	   0.00	 2.00	1.00
chr01	 319693	 319693	+	  1	   229	1.00	   1	   0.00	 2.00	1.00
chr01	 377070	 377070	+	  1	    12	1.00	   1	   0.00	 2.00	1.00
chr01	 433538	 433538	+	  1	   103	1.00	   1	   0.00	 2.00	1.00
chr01	 558832	 558837	+	  2	   187	0.94	   6	  -2.18	 1.66	0.66
chr01	 618647	 618647	+	  1	   160	1.00	   1	   0.00	 2.00	1.00
chr01	 773559	 773559	+	  1	     7	1.00	   1	   0.00	 2.00	1.00
chr01	 777626	 777626	+	  1	     6	1.00	   1	   0.00	 2.00	1.00
chr01	 840408	 840408	+	  1	    16	1.00	   1	   0.00	 2.00	1.00
chr01	 892630	 892630	+	  1	   108	1.00	   1	   0.00	 2.00	1.00
chr01	 986970	 986970	+	  1	    54	1.00	   1	   0.00	 2.00	1.00
chr01	 998552	 998552	+	  1	    98	1.00	   1	   0.00	 2.00	1.00
chr01	 998655	 998655	+	  1	     9	1.00	   1	   0.00	 2.00	1.00
chr01	 998711	 998711	+	  1	    17	1.00	   1	   0.00	 2.00	1.00
chr01	 999565	 999565	+	  1	    18	1.00	   1	   0.00	 2.00	1.00
chr01	 999881	 999881	+	  1	   201	1.00	   1	   0.00	 2.00	1.00
chr01	1000367	1000367	+	  1	    26	1.00	   1	   0.00	 2.00	1.00
chr01	1000496	1000523	+	  2	   117	0.87	  28	  10.04	 1.45	0.45
chr01	1001099	1001117	+	  4	    76	0.62	  19	  -1.62	 0.46	0.23
chr01	1001207	1001207	+	  1	     5	1.00	   1	   0.00	 2.00	1.00
chr01	1001849	1001849	+	  1	    26	1.00	   1	   0.00	 2.00	1.00
chr01	1045582	1045582	+	  1	   173	1.00	   1	   0.00	 2.00	1.00
chr01	1097607	1097607	+	  1	     5	1.00	   1	   0.00	 2.00	1.00
chr01	1098279	1098279	+	  1	    26	1.00	   1	   0.00	 2.00	1.00
chr01	1185466	1185466	+	  1	   184	1.00	   1	   0.00	 2.00	1.00
chr01	1230061	1230061	+	  1	    28	1.00	   1	   0.00	 2.00	1.00
chr01	1268780	1268780	+	  1	   116	1.00	   1	   0.00	 2.00	1.00
chr01	1301363	1301363	+	  1	     7	1.00	   1	   0.00	 2.00	1.00
chr01	1393318	1393318	+	  1	   369	1.00	   1	   0.00	 2.00	1.00
chr01	1447529	1447529	+	  1	    11	1.00	   1	   0.00	 2.00	1.00
chr01	1579930	1579930	+	  1	    80	1.00	   1	   0.00	 2.00	1.00
chr01	1676247	1676247	+	  1	   140	1.00	   1	   0.00	 2.00	1.00
chr01	1715170	1715170	+	  1	    10	1.00	   1	   0.00	 2.00	1.00
chr01	1718337	1718339	+	  2	    36	0.69	   3	   0.39	 1.11	0.11
chr01	1764677	1764677	+	  1	     5	1.00	   1	   0.00	 2.00	1.00
chr01	1790239	1790239	+	  1	    18	1.00	   1	   0.00	 2.00	1.00
chr01	1836799	1836799	+	  1	   392	1.00	   1	   0.00	 2.00	1.00
chr01	1838648	1838648	+	  1	    26	1.00	   1	   0.00	 2.00	1.00
chr01	1846933	1846933	+	  1	    53	1.00	   1	   0.00	 2.00	1.00
